Remision,Consignatario,Fecha Entrega,Fecha documento,Fecha Elaboracion,Cantidad,SKU,Unidad de medida,Descripcion,Creador,Estado,Proveedor Foraneo,PU Proveedor,Vigencia Pu,**Subtotal Opl**,IVA OPL,IEPS OPL,**Total OPL**
GUA26-251,UNIDAD CELAYA,21/03/2026,21/03/2026,26/02/2026,2,LI3056,KILO,MOLE ROJO EN PASTA,MONTALVO,GUANAJUATO,JAIME ,116.46,31/03/2026, $232.92 , $-   , $-   , $232.92 
GUA26-251,UNIDAD CELAYA,21/03/2026,21/03/2026,26/02/2026,1,PANIN16,PIEZA,PAN DE CAJA INTEGRAL 620 GRS.,MONTALVO,GUANAJUATO,JAIME ,53.95,31/03/2026, $53.95 , $-   , $-   , $53.95 
GUA26-251,UNIDAD CELAYA,21/03/2026,21/03/2026,26/02/2026,2,PANIN27,PIEZA,TORTILLAS DE HARINA 22 PIEZAS 561 GRS.,MONTALVO,GUANAJUATO,JAIME ,39.43,31/03/2026, $78.86 , $-   , $-   , $78.86 
GUA26-251,UNIDAD CELAYA,21/03/2026,21/03/2026,26/02/2026,11,RES28,KILO,BISTEC DE BOLA DE RES,MONTALVO,GUANAJUATO,JAIME ,266.2,31/03/2026," $2,928.20 ", $-   , $-   ," $2,928.20 "
GUA26-251,UNIDAD CELAYA,21/03/2026,21/03/2026,26/02/2026,1,POLLO87,KILO,PECHUGA ENTERA SIN PIEL,MONTALVO,GUANAJUATO,JAIME ,98.59,31/03/2026, $98.59 , $-   , $-   , $98.59 
GUA26-251,UNIDAD CELAYA,21/03/2026,21/03/2026,26/02/2026,15,POLLO120,KILO,PIERNA O MUSLO  SIN PIEL,MONTALVO,GUANAJUATO,JAIME ,62.5,31/03/2026, $937.50 , $-   , $-   , $937.50 
GUA26-251,UNIDAD CELAYA,21/03/2026,21/03/2026,26/02/2026,3,EMB9,PIEZA,"JAMÓN DE PAVO REBANADO, PQT. DE 1 KG",MONTALVO,GUANAJUATO,JAIME ,202.35,31/03/2026, $607.05 , $-   , $-   , $607.05 
GUA26-251,UNIDAD CELAYA,21/03/2026,21/03/2026,26/02/2026,20,FRU23,KILO,GUAYABA,MONTALVO,GUANAJUATO,JAIME ,35.71,31/03/2026, $714.20 , $-   , $-   , $714.20 
GUA26-251,UNIDAD CELAYA,21/03/2026,21/03/2026,26/02/2026,0.5,FRU31,KILO,LIMÓN AGRIO CON SEMILLA,MONTALVO,GUANAJUATO,JAIME ,37.69,31/03/2026, $18.85 , $-   , $-   , $18.85 
GUA26-251,UNIDAD CELAYA,21/03/2026,21/03/2026,26/02/2026,11,FRU45,KILO,MANZANA AMARILLA,MONTALVO,GUANAJUATO,JAIME ,66.67,31/03/2026, $733.37 , $-   , $-   , $733.37 
GUA26-251,UNIDAD CELAYA,21/03/2026,21/03/2026,26/02/2026,32,FRU51,KILO,MELÓN CHINO,MONTALVO,GUANAJUATO,JAIME ,26.43,31/03/2026, $845.76 , $-   , $-   , $845.76 
GUA26-251,UNIDAD CELAYA,21/03/2026,21/03/2026,26/02/2026,5,FRU56,KILO,PAPAYA MARADOL,MONTALVO,GUANAJUATO,JAIME ,34.29,31/03/2026, $171.45 , $-   , $-   , $171.45 
GUA26-251,UNIDAD CELAYA,21/03/2026,21/03/2026,26/02/2026,6,FRU57,KILO,PERA ANJOU,MONTALVO,GUANAJUATO,JAIME ,64.29,31/03/2026, $385.74 , $-   , $-   , $385.74 
GUA26-251,UNIDAD CELAYA,21/03/2026,21/03/2026,26/02/2026,12,FRU63,KILO,PLÁTANO TABASCO,MONTALVO,GUANAJUATO,JAIME ,23.48,31/03/2026, $281.76 , $-   , $-   , $281.76 
GUA26-251,UNIDAD CELAYA,21/03/2026,21/03/2026,26/02/2026,11,ABA522,KILO,HUEVO BLANCO,MONTALVO,GUANAJUATO,JAIME ,56.41,31/03/2026, $620.51 , $-   , $-   , $620.51 
GUA26-251,UNIDAD CELAYA,21/03/2026,21/03/2026,26/02/2026,1,LAC9,PIEZA,"CREMA ACIDA, PZA. DE 900 ML",MONTALVO,GUANAJUATO,JAIME ,65.85,31/03/2026, $65.85 , $-   , $-   , $65.85 
GUA26-251,UNIDAD CELAYA,21/03/2026,21/03/2026,26/02/2026,5,LAC109,KILO,"QUESO OAXACA, PQT. DE 1 KG",MONTALVO,GUANAJUATO,JAIME ,168.57,31/03/2026, $842.85 , $-   , $-   , $842.85 
GUA26-251,UNIDAD CELAYA,21/03/2026,21/03/2026,26/02/2026,6,LAC32,PIEZA,"QUESO PANELA, PQT. DE 1 KG",MONTALVO,GUANAJUATO,JAIME ,149.41,31/03/2026, $896.46 , $-   , $-   , $896.46 
GUA26-251,UNIDAD CELAYA,21/03/2026,21/03/2026,26/02/2026,115,PANEL125,PIEZA,BOLILLO BLANCO PZA. DE 60 GR. EMPAQUETADO INDIVIDUALMENTE ,MONTALVO,GUANAJUATO,JAIME ,3.75,31/03/2026, $431.25 , $-   , $-   , $431.25 
GUA26-251,UNIDAD CELAYA,21/03/2026,21/03/2026,26/02/2026,65,PANEL124,PIEZA,CUERNITO DE HOJALDRE DE 60 GRS.  EMPAQUETADO INDIVIDUALMENTE  (*),MONTALVO,GUANAJUATO,JAIME ,13.13,31/03/2026, $853.45 , $-   , $68.28 , $921.73 
GUA26-251,UNIDAD CELAYA,21/03/2026,21/03/2026,26/02/2026,8,LAC381,PAQUETE,SOPES DE MAÍZ PQT. CON 12 PZAS DE 50 GR.,MONTALVO,GUANAJUATO,JAIME ,29.47,31/03/2026, $235.76 , $-   , $-   , $235.76 
GUA26-251,UNIDAD CELAYA,21/03/2026,21/03/2026,26/02/2026,11,LAC147,KILO,TORTILLA DE MAÍZ,MONTALVO,GUANAJUATO,JAIME ,26.67,31/03/2026, $293.37 , $-   , $-   , $293.37 
GUA26-251,UNIDAD CELAYA,21/03/2026,21/03/2026,26/02/2026,0.2,PSEC27,KILO,CHILE ANCHO SECO,MONTALVO,GUANAJUATO,JAIME ,161.11,31/03/2026, $32.22 , $-   , $-   , $32.22 
GUA26-251,UNIDAD CELAYA,21/03/2026,21/03/2026,26/02/2026,0.2,PSEC40,KILO,CHILE PASILLA SECO,MONTALVO,GUANAJUATO,JAIME ,164.71,31/03/2026, $32.94 , $-   , $-   , $32.94 
GUA26-251,UNIDAD CELAYA,21/03/2026,21/03/2026,26/02/2026,6,PSEC102,PAQUETE,"TAMARINDO, PQT. DE 500 GRS.",MONTALVO,GUANAJUATO,JAIME ,32.35,31/03/2026, $194.10 , $-   , $-   , $194.10 
GUA26-251,UNIDAD CELAYA,21/03/2026,21/03/2026,26/02/2026,0.5,VER3,KILO,AJO,MONTALVO,GUANAJUATO,JAIME ,105.88,31/03/2026, $52.94 , $-   , $-   , $52.94 
GUA26-251,UNIDAD CELAYA,21/03/2026,21/03/2026,26/02/2026,4,VER14,KILO,CALABACITA ITALIANA,MONTALVO,GUANAJUATO,JAIME ,32.95,31/03/2026, $131.80 , $-   , $-   , $131.80 
GUA26-251,UNIDAD CELAYA,21/03/2026,21/03/2026,26/02/2026,6,VER16,KILO,CEBOLLA BLANCA,MONTALVO,GUANAJUATO,JAIME ,28.33,31/03/2026, $169.98 , $-   , $-   , $169.98 
GUA26-251,UNIDAD CELAYA,21/03/2026,21/03/2026,26/02/2026,12,VER23,KILO,CHAYOTE SIN ESPINA,MONTALVO,GUANAJUATO,JAIME ,26.67,31/03/2026, $320.04 , $-   , $-   , $320.04 
GUA26-251,UNIDAD CELAYA,21/03/2026,21/03/2026,26/02/2026,1,VER28,KILO,CHÍCHARO LIMPIO,MONTALVO,GUANAJUATO,JAIME ,117.65,31/03/2026, $117.65 , $-   , $-   , $117.65 
GUA26-251,UNIDAD CELAYA,21/03/2026,21/03/2026,26/02/2026,1,VER37,KILO,CHILE CUARESMEÑO,MONTALVO,GUANAJUATO,JAIME ,30.67,31/03/2026, $30.67 , $-   , $-   , $30.67 
GUA26-251,UNIDAD CELAYA,21/03/2026,21/03/2026,26/02/2026,1,VER40,KILO,CHILE SERRANO,MONTALVO,GUANAJUATO,JAIME ,25.33,31/03/2026, $25.33 , $-   , $-   , $25.33 
GUA26-251,UNIDAD CELAYA,21/03/2026,21/03/2026,26/02/2026,0.5,VER42,KILO,CILANTRO,MONTALVO,GUANAJUATO,JAIME ,25.88,31/03/2026, $12.94 , $-   , $-   , $12.94 
GUA26-251,UNIDAD CELAYA,21/03/2026,21/03/2026,26/02/2026,4,VER51,KILO,EJOTE FRESCO,MONTALVO,GUANAJUATO,JAIME ,40,31/03/2026, $160.00 , $-   , $-   , $160.00 
GUA26-251,UNIDAD CELAYA,21/03/2026,21/03/2026,26/02/2026,22,VER96,KILO,JITOMATE SALADET,MONTALVO,GUANAJUATO,JAIME ,23.57,31/03/2026, $518.54 , $-   , $-   , $518.54 
GUA26-251,UNIDAD CELAYA,21/03/2026,21/03/2026,26/02/2026,4,VER103,KILO,LECHUGA ROMANA,MONTALVO,GUANAJUATO,JAIME ,17.27,31/03/2026, $69.08 , $-   , $-   , $69.08 
GUA26-251,UNIDAD CELAYA,21/03/2026,21/03/2026,26/02/2026,1,VER115,KILO,PAPA BLANCA,MONTALVO,GUANAJUATO,JAIME ,21.31,31/03/2026, $21.31 , $-   , $-   , $21.31 
GUA26-251,UNIDAD CELAYA,21/03/2026,21/03/2026,26/02/2026,7,VER140,KILO,TOMATE VERDE LIMPIO,MONTALVO,GUANAJUATO,JAIME ,31.43,31/03/2026, $220.01 , $-   , $-   , $220.01 
GUA26-251,UNIDAD CELAYA,21/03/2026,21/03/2026,26/02/2026,6,VER150,KILO,ZANAHORIA,MONTALVO,GUANAJUATO,JAIME ,16.38,31/03/2026, $98.28 , $-   , $-   , $98.28 
GUA26-252,UNIDAD CELAYA,23/03/2026,23/03/2026,26/02/2026,1,PSEC21,KILO,CANELA EN TROZO,MONTALVO,GUANAJUATO,JAIME ,270.59,31/03/2026, $270.59 , $-   , $-   , $270.59 
GUA26-252,UNIDAD CELAYA,23/03/2026,23/03/2026,26/02/2026,19,ABA442,PIEZA,"FRIJOL BAYO, PQT. DE 900 GRS.",MONTALVO,GUANAJUATO,JAIME ,42.67,31/03/2026, $810.73 , $-   , $-   , $810.73 
GUA26-252,UNIDAD CELAYA,23/03/2026,23/03/2026,26/02/2026,4,PANIN9,PIEZA,PAN DE CAJA BLANCO GRANDE 620 GRS.,MONTALVO,GUANAJUATO,JAIME ,50,31/03/2026, $200.00 , $-   , $-   , $200.00 
GUA26-252,UNIDAD CELAYA,23/03/2026,23/03/2026,26/02/2026,9,PANIN16,PIEZA,PAN DE CAJA INTEGRAL 620 GRS.,MONTALVO,GUANAJUATO,JAIME ,53.95,31/03/2026, $485.55 , $-   , $-   , $485.55 
GUA26-252,UNIDAD CELAYA,23/03/2026,23/03/2026,26/02/2026,10,PANIN8,PIEZA,PAN PARA HAMBURGUESA 450 GRS. C/8 PIEZAS,MONTALVO,GUANAJUATO,JAIME ,43.58,31/03/2026, $435.80 , $-   , $-   , $435.80 
GUA26-252,UNIDAD CELAYA,23/03/2026,23/03/2026,26/02/2026,12,PANIN27,PIEZA,TORTILLAS DE HARINA 22 PIEZAS 561 GRS.,MONTALVO,GUANAJUATO,JAIME ,39.43,31/03/2026, $473.16 , $-   , $-   , $473.16 
GUA26-252,UNIDAD CELAYA,23/03/2026,23/03/2026,26/02/2026,3,PANIN30,PIEZA,TOSTADA HORNEADA CLÁSICA 360 GR.,MONTALVO,GUANAJUATO,JAIME ,49.58,31/03/2026, $148.74 , $-   , $-   , $148.74 
GUA26-252,UNIDAD CELAYA,23/03/2026,23/03/2026,26/02/2026,7.5,RES69,KILO,CHAMBARETE DE RES CON HUESO,MONTALVO,GUANAJUATO,JAIME ,215.28,31/03/2026," $1,614.60 ", $-   , $-   ," $1,614.60 "
GUA26-252,UNIDAD CELAYA,23/03/2026,23/03/2026,26/02/2026,3.5,POLLO25,KILO,PECHUGA MOLIDA DE POLLO ,MONTALVO,GUANAJUATO,JAIME ,186.67,31/03/2026, $653.35 , $-   , $-   , $653.35 
GUA26-252,UNIDAD CELAYA,23/03/2026,23/03/2026,26/02/2026,17,FRU23,KILO,GUAYABA,MONTALVO,GUANAJUATO,JAIME ,35.71,31/03/2026, $607.07 , $-   , $-   , $607.07 
GUA26-252,UNIDAD CELAYA,23/03/2026,23/03/2026,26/02/2026,5.5,FRU31,KILO,LIMÓN AGRIO CON SEMILLA,MONTALVO,GUANAJUATO,JAIME ,37.69,31/03/2026, $207.30 , $-   , $-   , $207.30 
GUA26-252,UNIDAD CELAYA,23/03/2026,23/03/2026,26/02/2026,10,FRU45,KILO,MANZANA AMARILLA,MONTALVO,GUANAJUATO,JAIME ,66.67,31/03/2026, $666.70 , $-   , $-   , $666.70 
GUA26-252,UNIDAD CELAYA,23/03/2026,23/03/2026,26/02/2026,9,FRU51,KILO,MELÓN CHINO,MONTALVO,GUANAJUATO,JAIME ,26.43,31/03/2026, $237.87 , $-   , $-   , $237.87 
GUA26-252,UNIDAD CELAYA,23/03/2026,23/03/2026,26/02/2026,11,FRU56,KILO,PAPAYA MARADOL,MONTALVO,GUANAJUATO,JAIME ,34.29,31/03/2026, $377.19 , $-   , $-   , $377.19 
GUA26-252,UNIDAD CELAYA,23/03/2026,23/03/2026,26/02/2026,9,FRU57,KILO,PERA ANJOU,MONTALVO,GUANAJUATO,JAIME ,64.29,31/03/2026, $578.61 , $-   , $-   , $578.61 
GUA26-252,UNIDAD CELAYA,23/03/2026,23/03/2026,26/02/2026,8,FRU58,KILO,PIÑA ESMERALDA,MONTALVO,GUANAJUATO,JAIME ,27.69,31/03/2026, $221.52 , $-   , $-   , $221.52 
GUA26-252,UNIDAD CELAYA,23/03/2026,23/03/2026,26/02/2026,9,FRU72,KILO,SANDIA,MONTALVO,GUANAJUATO,JAIME ,16.92,31/03/2026, $152.28 , $-   , $-   , $152.28 
GUA26-252,UNIDAD CELAYA,23/03/2026,23/03/2026,26/02/2026,2,FRU77,KILO,UVA VERDE SIN SEMILLA,MONTALVO,GUANAJUATO,JAIME ,147.93,31/03/2026, $295.86 , $-   , $-   , $295.86 
GUA26-252,UNIDAD CELAYA,23/03/2026,23/03/2026,26/02/2026,50,PANEL125,PIEZA,BOLILLO BLANCO PZA. DE 60 GR. EMPAQUETADO INDIVIDUALMENTE ,MONTALVO,GUANAJUATO,JAIME ,3.75,31/03/2026, $187.50 , $-   , $-   , $187.50 
GUA26-252,UNIDAD CELAYA,23/03/2026,23/03/2026,26/02/2026,3,LAC147,KILO,TORTILLA DE MAÍZ,MONTALVO,GUANAJUATO,JAIME ,26.67,31/03/2026, $80.01 , $-   , $-   , $80.01 
GUA26-252,UNIDAD CELAYA,23/03/2026,23/03/2026,26/02/2026,1,VER3,KILO,AJO,MONTALVO,GUANAJUATO,JAIME ,105.88,31/03/2026, $105.88 , $-   , $-   , $105.88 
GUA26-252,UNIDAD CELAYA,23/03/2026,23/03/2026,26/02/2026,6,VER12,KILO,BRÓCOLI,MONTALVO,GUANAJUATO,JAIME ,21.18,31/03/2026, $127.08 , $-   , $-   , $127.08 
GUA26-252,UNIDAD CELAYA,23/03/2026,23/03/2026,26/02/2026,2,VER14,KILO,CALABACITA ITALIANA,MONTALVO,GUANAJUATO,JAIME ,32.95,31/03/2026, $65.90 , $-   , $-   , $65.90 
GUA26-252,UNIDAD CELAYA,23/03/2026,23/03/2026,26/02/2026,11,VER16,KILO,CEBOLLA BLANCA,MONTALVO,GUANAJUATO,JAIME ,28.33,31/03/2026, $311.63 , $-   , $-   , $311.63 
GUA26-252,UNIDAD CELAYA,23/03/2026,23/03/2026,26/02/2026,11,VER23,KILO,CHAYOTE SIN ESPINA,MONTALVO,GUANAJUATO,JAIME ,26.67,31/03/2026, $293.37 , $-   , $-   , $293.37 
GUA26-252,UNIDAD CELAYA,23/03/2026,23/03/2026,26/02/2026,2.5,VER28,KILO,CHÍCHARO LIMPIO,MONTALVO,GUANAJUATO,JAIME ,117.65,31/03/2026, $294.13 , $-   , $-   , $294.13 
GUA26-252,UNIDAD CELAYA,23/03/2026,23/03/2026,26/02/2026,1,VER37,KILO,CHILE CUARESMEÑO,MONTALVO,GUANAJUATO,JAIME ,30.67,31/03/2026, $30.67 , $-   , $-   , $30.67 
GUA26-252,UNIDAD CELAYA,23/03/2026,23/03/2026,26/02/2026,1,VER40,KILO,CHILE SERRANO,MONTALVO,GUANAJUATO,JAIME ,25.33,31/03/2026, $25.33 , $-   , $-   , $25.33 
GUA26-252,UNIDAD CELAYA,23/03/2026,23/03/2026,26/02/2026,0.5,VER42,KILO,CILANTRO,MONTALVO,GUANAJUATO,JAIME ,25.88,31/03/2026, $12.94 , $-   , $-   , $12.94 
GUA26-252,UNIDAD CELAYA,23/03/2026,23/03/2026,26/02/2026,3,VER51,KILO,EJOTE FRESCO,MONTALVO,GUANAJUATO,JAIME ,40,31/03/2026, $120.00 , $-   , $-   , $120.00 
GUA26-252,UNIDAD CELAYA,23/03/2026,23/03/2026,26/02/2026,1,FRU26,KILO,JÍCAMA LIMPIA,MONTALVO,GUANAJUATO,JAIME ,18.67,31/03/2026, $18.67 , $-   , $-   , $18.67 
GUA26-252,UNIDAD CELAYA,23/03/2026,23/03/2026,26/02/2026,13,VER96,KILO,JITOMATE SALADET,MONTALVO,GUANAJUATO,JAIME ,23.57,31/03/2026, $306.41 , $-   , $-   , $306.41 
GUA26-252,UNIDAD CELAYA,23/03/2026,23/03/2026,26/02/2026,4,VER103,KILO,LECHUGA ROMANA,MONTALVO,GUANAJUATO,JAIME ,17.27,31/03/2026, $69.08 , $-   , $-   , $69.08 
GUA26-252,UNIDAD CELAYA,23/03/2026,23/03/2026,26/02/2026,2,VER111,KILO,NOPALES SIN ESPINAS,MONTALVO,GUANAJUATO,JAIME ,33.33,31/03/2026, $66.66 , $-   , $-   , $66.66 
GUA26-252,UNIDAD CELAYA,23/03/2026,23/03/2026,26/02/2026,5,VER115,KILO,PAPA BLANCA,MONTALVO,GUANAJUATO,JAIME ,21.31,31/03/2026, $106.55 , $-   , $-   , $106.55 
GUA26-252,UNIDAD CELAYA,23/03/2026,23/03/2026,26/02/2026,1,VER127,KILO,PEPINO,MONTALVO,GUANAJUATO,JAIME ,22.35,31/03/2026, $22.35 , $-   , $-   , $22.35 
GUA26-252,UNIDAD CELAYA,23/03/2026,23/03/2026,26/02/2026,7,VER140,KILO,TOMATE VERDE LIMPIO,MONTALVO,GUANAJUATO,JAIME ,31.43,31/03/2026, $220.01 , $-   , $-   , $220.01 
GUA26-252,UNIDAD CELAYA,23/03/2026,23/03/2026,26/02/2026,1,VER146,KILO,XOCONOSTLE,MONTALVO,GUANAJUATO,JAIME ,21.33,31/03/2026, $21.33 , $-   , $-   , $21.33 
GUA26-252,UNIDAD CELAYA,23/03/2026,23/03/2026,26/02/2026,12,VER150,KILO,ZANAHORIA,MONTALVO,GUANAJUATO,JAIME ,16.38,31/03/2026, $196.56 , $-   , $-   , $196.56 
COA26-133,UNIDAD DE DESARROLLO INFANTIL ,23/03/2026,23/03/2026,27/02/2026,6,FRU31,KILO,LIMÓN AGRIO CON SEMILLA,CRUZ,COAHUILA,JORGE,36,31/03/2026, $216.00 , $-   , $-   , $216.00 
COA26-133,UNIDAD DE DESARROLLO INFANTIL ,23/03/2026,23/03/2026,27/02/2026,18,FRU23,KILO,GUAYABA,CRUZ,COAHUILA,JORGE,45,31/03/2026, $810.00 , $-   , $-   , $810.00 
COA26-133,UNIDAD DE DESARROLLO INFANTIL ,23/03/2026,23/03/2026,27/02/2026,18,FRU45,KILO,MANZANA AMARILLA,CRUZ,COAHUILA,JORGE,78.75,31/03/2026," $1,417.50 ", $-   , $-   ," $1,417.50 "
COA26-133,UNIDAD DE DESARROLLO INFANTIL ,23/03/2026,23/03/2026,27/02/2026,18,FRU56,KILO,PAPAYA MARADOL,CRUZ,COAHUILA,JORGE,36.75,31/03/2026, $661.50 , $-   , $-   , $661.50 
COA26-133,UNIDAD DE DESARROLLO INFANTIL ,23/03/2026,23/03/2026,27/02/2026,18,FRU57,KILO,PERA ANJOU,CRUZ,COAHUILA,JORGE,71.25,31/03/2026," $1,282.50 ", $-   , $-   ," $1,282.50 "
COA26-133,UNIDAD DE DESARROLLO INFANTIL ,23/03/2026,23/03/2026,27/02/2026,18,FRU58,KILO,PIÑA ESMERALDA,CRUZ,COAHUILA,JORGE,33.75,31/03/2026, $607.50 , $-   , $-   , $607.50 
COA26-133,UNIDAD DE DESARROLLO INFANTIL ,23/03/2026,23/03/2026,27/02/2026,18,FRU60,KILO,PLÁTANO DOMINICO,CRUZ,COAHUILA,JORGE,41.25,31/03/2026, $742.50 , $-   , $-   , $742.50 
COA26-133,UNIDAD DE DESARROLLO INFANTIL ,23/03/2026,23/03/2026,27/02/2026,18,FRU72,KILO,SANDIA,CRUZ,COAHUILA,JORGE,18.75,31/03/2026, $337.50 , $-   , $-   , $337.50 
COA26-133,UNIDAD DE DESARROLLO INFANTIL ,23/03/2026,23/03/2026,27/02/2026,5,VER1,KILO,ACELGAS,CRUZ,COAHUILA,JORGE,11.25,31/03/2026, $56.25 , $-   , $-   , $56.25 
COA26-133,UNIDAD DE DESARROLLO INFANTIL ,23/03/2026,23/03/2026,27/02/2026,2,VER2,KILO,AGUACATE HASS,CRUZ,COAHUILA,JORGE,101.25,31/03/2026, $202.50 , $-   , $-   , $202.50 
COA26-133,UNIDAD DE DESARROLLO INFANTIL ,23/03/2026,23/03/2026,27/02/2026,8,VER14,KILO,CALABACITA ITALIANA,CRUZ,COAHUILA,JORGE,27,31/03/2026, $216.00 , $-   , $-   , $216.00 
COA26-133,UNIDAD DE DESARROLLO INFANTIL ,23/03/2026,23/03/2026,27/02/2026,7,VER16,KILO,CEBOLLA BLANCA,CRUZ,COAHUILA,JORGE,40.5,31/03/2026, $283.50 , $-   , $-   , $283.50 
COA26-133,UNIDAD DE DESARROLLO INFANTIL ,23/03/2026,23/03/2026,27/02/2026,8,VER23,KILO,CHAYOTE SIN ESPINA,CRUZ,COAHUILA,JORGE,22.5,31/03/2026, $180.00 , $-   , $-   , $180.00 
COA26-133,UNIDAD DE DESARROLLO INFANTIL ,23/03/2026,23/03/2026,27/02/2026,2,VER28,KILO,CHÍCHARO LIMPIO,CRUZ,COAHUILA,JORGE,101.25,31/03/2026, $202.50 , $-   , $-   , $202.50 
COA26-133,UNIDAD DE DESARROLLO INFANTIL ,23/03/2026,23/03/2026,27/02/2026,0.54,VER42,KILO,CILANTRO,CRUZ,COAHUILA,JORGE,22.5,31/03/2026, $12.15 , $-   , $-   , $12.15 
COA26-133,UNIDAD DE DESARROLLO INFANTIL ,23/03/2026,23/03/2026,27/02/2026,2,VER51,KILO,EJOTE FRESCO,CRUZ,COAHUILA,JORGE,33.75,31/03/2026, $67.50 , $-   , $-   , $67.50 
COA26-133,UNIDAD DE DESARROLLO INFANTIL ,23/03/2026,23/03/2026,27/02/2026,25,VER96,KILO,JITOMATE SALADET,CRUZ,COAHUILA,JORGE,36,31/03/2026, $900.00 , $-   , $-   , $900.00 
COA26-133,UNIDAD DE DESARROLLO INFANTIL ,23/03/2026,23/03/2026,27/02/2026,10,VER115,KILO,PAPA BLANCA,CRUZ,COAHUILA,JORGE,33.75,31/03/2026, $337.50 , $-   , $-   , $337.50 
COA26-133,UNIDAD DE DESARROLLO INFANTIL ,23/03/2026,23/03/2026,27/02/2026,9,VER127,KILO,PEPINO,CRUZ,COAHUILA,JORGE,24,31/03/2026, $216.00 , $-   , $-   , $216.00 
COA26-133,UNIDAD DE DESARROLLO INFANTIL ,23/03/2026,23/03/2026,27/02/2026,8,VER140,KILO,TOMATE VERDE LIMPIO,CRUZ,COAHUILA,JORGE,29.25,31/03/2026, $234.00 , $-   , $-   , $234.00 
COA26-133,UNIDAD DE DESARROLLO INFANTIL ,23/03/2026,23/03/2026,27/02/2026,16,VER150,KILO,ZANAHORIA,CRUZ,COAHUILA,JORGE,21,31/03/2026, $336.00 , $-   , $-   , $336.00 
COA26-133,UNIDAD DE DESARROLLO INFANTIL ,23/03/2026,23/03/2026,27/02/2026,145,PANEL87,PIEZA,HOJALDRA PZA DE 60 GR. EMPAQUETADA INDIVIDUALMENTE  (*),CRUZ,COAHUILA,JORGE,9.68,31/03/2026," $1,403.60 ", $-   , $112.29 ," $1,515.89 "
SLP26-122,UNIDAD MATEHUALA,23/03/2026,23/03/2026,02/03/2026,2,PANIN27,PIEZA,TORTILLAS DE HARINA 22 PIEZAS 561 GRS.,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,37,31/03/2026, $74.00 , $-   , $-   , $74.00 
SLP26-122,UNIDAD MATEHUALA,23/03/2026,23/03/2026,02/03/2026,3,ABA423,PIEZA,ENSALADA DE VERDURAS 410 GRS.,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,12.6,31/03/2026, $37.80 , $-   , $-   , $37.80 
SLP26-122,UNIDAD MATEHUALA,23/03/2026,23/03/2026,02/03/2026,3,ABA3068,PIEZA,ACEITE DE CANOLA DE 1 LT,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,59.4,31/03/2026, $178.20 , $-   , $-   , $178.20 
SLP26-122,UNIDAD MATEHUALA,23/03/2026,23/03/2026,02/03/2026,2,ABA80,PIEZA,ARROZ SUPER EXTRA-BOLSA 1 KG,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,38.5,31/03/2026, $77.00 , $-   , $-   , $77.00 
SLP26-122,UNIDAD MATEHUALA,23/03/2026,23/03/2026,02/03/2026,5,ABA3817,PIEZA,ATOLE CHOCOLATE 45 GR,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,7.1,31/03/2026, $35.50 , $-   , $-   , $35.50 
SLP26-122,UNIDAD MATEHUALA,23/03/2026,23/03/2026,02/03/2026,12,ABA2703,PIEZA,ATÚN EN AGUA DE 130 GRS. SIN SOYA,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,25,31/03/2026, $300.00 , $-   , $-   , $300.00 
SLP26-122,UNIDAD MATEHUALA,23/03/2026,23/03/2026,02/03/2026,5,PSEC14,KILO,AZÚCAR ESTÁNDAR,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,22.4,31/03/2026, $112.00 , $-   , $-   , $112.00 
SLP26-122,UNIDAD MATEHUALA,23/03/2026,23/03/2026,02/03/2026,1,ABA4349,PIEZA,BACTERICIDA 1 LITRO,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,154.6,31/03/2026, $154.60 , $-   , $-   , $154.60 
SLP26-122,UNIDAD MATEHUALA,23/03/2026,23/03/2026,02/03/2026,3,ABA1032,PIEZA,CHILE JALAPEÑO EN RAJAS EN VINAGRE DE 380 GRS,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,31.5,31/03/2026, $94.50 , $-   , $-   , $94.50 
SLP26-122,UNIDAD MATEHUALA,23/03/2026,23/03/2026,02/03/2026,2,ABA3993,PIEZA,CONCENTRADO DE TAMARINDO BOTELLA  750 ML. (**) (*),MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,46.9,31/03/2026, $93.80 , $15.01 , $7.50 , $116.31 
SLP26-122,UNIDAD MATEHUALA,23/03/2026,23/03/2026,02/03/2026,3,ABA413,PIEZA,ELOTE DORADO 410 GRS.,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,12.7,31/03/2026, $38.10 , $-   , $-   , $38.10 
SLP26-122,UNIDAD MATEHUALA,23/03/2026,23/03/2026,02/03/2026,4,ABA423,PIEZA,ENSALADA DE VERDURAS 410 GRS.,MONTALVO,SAN LUIS POTOSÍ,CRISTIAN,12.6,31/03/2026, $50.40 , $-   , $-   , $50.40 
